_id,Year,County Name,Race/Ethnicity,No Early Prenatal Care,Births,SUIDS,Infant Dealths Counts,Preterm Birth,Female Population Age 15-44
639,2015,Porter,Non-Hispanic White,381,1419,Suppressed,Suppressed,98,25695
640,2015,Switzerland,Non-Hispanic White,Suppressed,121,Suppressed,Suppressed,Suppressed,1672
641,2015,Warrick,Non-Hispanic White,97,636,Suppressed,Suppressed,Suppressed,10118
642,2016,Cass,Non-Hispanic White,101,333,Suppressed,Suppressed,43,5082
643,2016,Floyd,Non-Hispanic White,194,783,Suppressed,Suppressed,94,12683
644,2016,Hancock,Non-Hispanic White,110,744,Suppressed,Suppressed,76,12525
645,2016,Lake,Non-Hispanic White,681,2644,Suppressed,18,245,44668
646,2016,Marion,Non-Hispanic White,1677,6634,Suppressed,37,721,109494
647,2016,Marshall,Non-Hispanic White,195,507,Suppressed,Suppressed,36,6922
648,2016,Pulaski,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,20,1907
649,2016,St. Joseph,Non-Hispanic White,647,2369,Suppressed,Suppressed,220,37796
650,2016,Union,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1161
651,2016,Vigo,Non-Hispanic White,387,1142,Suppressed,Suppressed,117,18243
652,2017,Decatur,Non-Hispanic White,82,306,Suppressed,Suppressed,24,4552
653,2017,Fayette,Non-Hispanic White,Suppressed,271,Suppressed,Suppressed,Suppressed,3839
654,2017,Floyd,Non-Hispanic White,178,742,Suppressed,Suppressed,85,12625
655,2017,Hancock,Non-Hispanic White,133,788,Suppressed,Suppressed,Suppressed,12631
656,2017,Henry,Non-Hispanic White,Suppressed,433,Suppressed,Suppressed,Suppressed,7389
657,2017,Howard,Non-Hispanic White,226,794,Suppressed,Suppressed,68,12164
658,2017,Jennings,Non-Hispanic White,97,333,Suppressed,Suppressed,28,4642
659,2017,Shelby,Non-Hispanic White,81,458,Suppressed,7,Suppressed,7112
660,2017,Tippecanoe,Non-Hispanic White,268,1514,Suppressed,10,153,33210
661,2017,Vanderburgh,Non-Hispanic White,350,1718,Suppressed,9,174,29609
662,2017,Warrick,Non-Hispanic White,88,587,Suppressed,5,67,10166
663,2018,Clark,Non-Hispanic White,281,864,Suppressed,Suppressed,63,18165
664,2018,Dearborn,Non-Hispanic White,69,287,Suppressed,Suppressed,15,8185
665,2018,Hamilton,Non-Hispanic White,396,3099,Suppressed,9,266,53244
666,2018,Hancock,Non-Hispanic White,96,723,Suppressed,5,58,12774
667,2018,Harrison,Non-Hispanic White,74,342,Suppressed,Suppressed,26,6610
668,2018,Henry,Non-Hispanic White,75,474,Suppressed,Suppressed,Suppressed,7359
669,2018,Huntington,Non-Hispanic White,104,401,Suppressed,Suppressed,Suppressed,6187
670,2018,Orange,Non-Hispanic White,89,249,Suppressed,Suppressed,Suppressed,3087
671,2019,Jasper,Non-Hispanic White,84,307,Suppressed,Suppressed,24,5438
672,2019,LaPorte,Non-Hispanic White,305,832,Suppressed,6,83,13860
673,2019,Spencer,Non-Hispanic White,27,175,Suppressed,Suppressed,Suppressed,3089
674,2019,Starke,Non-Hispanic White,Suppressed,252,Suppressed,Suppressed,21,3681
675,2019,Sullivan,Non-Hispanic White,54,Suppressed,Suppressed,Suppressed,Suppressed,3095
676,2019,Washington,Non-Hispanic White,91,301,Suppressed,Suppressed,17,4727
677,2019,Wells,Non-Hispanic White,98,302,Suppressed,Suppressed,24,4544
678,2014,Allen,All,2366,5229,7,48,530,73193
679,2014,Benton,All,43,109,Suppressed,Suppressed,Suppressed,1514
680,2014,Elkhart,All,1295,3109,Suppressed,17,270,38743
681,2014,Fayette,All,61,249,Suppressed,Suppressed,29,4036
682,2014,Fulton,All,120,279,Suppressed,Suppressed,31,3530
683,2014,Howard,All,259,1003,Suppressed,9,80,14899
684,2014,Madison,All,336,1432,Suppressed,11,139,23633
685,2014,Marion,All,5324,14573,21,123,1608,205331
686,2014,Martin,All,29,133,Suppressed,Suppressed,Suppressed,1724
687,2014,Pike,All,35,126,Suppressed,Suppressed,17,2053
688,2014,Union,All,21,82,Suppressed,Suppressed,Suppressed,1295
689,2014,Warren,All,29,93,Suppressed,Suppressed,Suppressed,1363
690,2015,Bartholomew,All,357,1096,Suppressed,15,92,15084
691,2015,Benton,All,32,107,Suppressed,Suppressed,Suppressed,1505
692,2015,Johnson,All,434,1883,Suppressed,16,174,29615
693,2015,Randolph,All,71,301,Suppressed,Suppressed,44,4318
694,2015,Wells,All,102,339,Suppressed,Suppressed,26,4721
695,2016,Bartholomew,All,322,1086,Suppressed,6,95,15141
696,2016,Blackford,All,31,133,Suppressed,Suppressed,16,1959
697,2016,De Kalb,All,164,535,Suppressed,Suppressed,31,7746
698,2016,Greene,All,80,326,Suppressed,Suppressed,36,5391
699,2016,Henry,All,115,471,Suppressed,Suppressed,42,7826
700,2017,Floyd,All,239,883,Suppressed,Suppressed,107,14641
701,2017,Greene,All,80,349,Suppressed,Suppressed,40,5306
702,2017,Jasper,All,110,374,Suppressed,Suppressed,17,6075
703,2017,Marshall,All,218,606,Suppressed,Suppressed,48,8093
704,2017,Pike,All,22,132,Suppressed,Suppressed,13,1997
705,2017,Rush,All,43,189,Suppressed,Suppressed,17,2889
706,2018,Brown,All,36,140,Suppressed,Suppressed,11,2251
707,2018,Clark,All,455,1380,Suppressed,Suppressed,139,22503
708,2018,De Kalb,All,221,552,Suppressed,Suppressed,47,7876
709,2018,Howard,All,289,1003,Suppressed,5,120,14681
710,2018,Jasper,All,104,352,Suppressed,Suppressed,34,6020
711,2018,Miami,All,97,367,Suppressed,Suppressed,39,5654
712,2018,Porter,All,477,1707,Suppressed,8,171,32259
713,2018,Vermillion,All,50,178,Suppressed,Suppressed,27,2604
714,2018,Vigo,All,309,1138,Suppressed,Suppressed,146,21222
715,2018,Unknown,All,21,47,Suppressed,Suppressed,10,0
716,2019,Bartholomew,All,207,1036,Suppressed,11,89,15530
717,2019,Boone,All,157,850,Suppressed,Suppressed,74,12818
718,2019,Gibson,All,53,382,Suppressed,Suppressed,39,5895
719,2019,Harrison,All,95,408,Suppressed,Suppressed,39,7046
720,2019,Jennings,All,79,314,Suppressed,Suppressed,33,4832
721,2019,Knox,All,102,416,Suppressed,Suppressed,54,6515
722,2019,Marshall,All,177,518,Suppressed,5,61,7987
723,2019,Monroe,All,199,1084,Suppressed,7,120,39430
724,2019,Vigo,All,297,1188,Suppressed,13,163,21309
725,2019,Whitley,All,120,377,Suppressed,Suppressed,35,5804
726,2019,Unknown,All,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,0
727,2014,Daviess,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,44
728,2014,Franklin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,18
729,2014,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,9
730,2014,Madison,Non-Hispanic Black,39,120,Suppressed,Suppressed,18,1962
731,2014,Pulaski,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
732,2014,Vigo,Non-Hispanic Black,38,85,Suppressed,Suppressed,Suppressed,1610
733,2015,Fountain,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
734,2015,Huntington,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,80
735,2015,Jay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
736,2015,Morgan,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,58
737,2015,Noble,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,46
738,2015,Pike,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,9
739,2015,Shelby,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,91
740,2016,Hancock,Non-Hispanic Black,Suppressed,28,Suppressed,Suppressed,Suppressed,382
741,2016,Jackson,Non-Hispanic Black,Suppressed,10,Suppressed,Suppressed,Suppressed,69
742,2016,Kosciusko,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,150
743,2016,Noble,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
744,2016,Putnam,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,132
745,2017,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
746,2017,Carroll,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
747,2017,Delaware,Non-Hispanic Black,29,116,Suppressed,Suppressed,25,1899
748,2017,Greene,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
749,2017,Howard,Non-Hispanic Black,38,121,Suppressed,Suppressed,18,1265
750,2017,Jasper,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
751,2017,Marion,Non-Hispanic Black,2247,4702,Suppressed,55,657,62224
752,2017,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,48
753,2017,Pulaski,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
754,2017,Randolph,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,32
755,2017,Ripley,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,23
756,2017,Rush,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
757,2017,Tipton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
758,2017,Wabash,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,78
759,2018,Boone,Non-Hispanic Black,Suppressed,14,Suppressed,Suppressed,Suppressed,293
760,2018,Crawford,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
761,2018,Delaware,Non-Hispanic Black,33,123,Suppressed,Suppressed,23,1895
762,2018,Hancock,Non-Hispanic Black,10,34,Suppressed,Suppressed,Suppressed,432
763,2018,Henry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,73
764,2018,Jasper,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,58
765,2018,Noble,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,43
766,2018,Orange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,47
767,2018,Vanderburgh,Non-Hispanic Black,110,321,Suppressed,Suppressed,47,3670
768,2018,Warren,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,8
769,2019,Fountain,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
770,2019,Gibson,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,164
771,2019,Grant,Non-Hispanic Black,33,81,Suppressed,Suppressed,Suppressed,820
772,2019,Lake,Non-Hispanic Black,676,1540,Suppressed,10,203,24098
773,2019,Newton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
774,2019,Warren,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
775,2014,Bartholomew,Hispanic,54,99,Suppressed,Suppressed,11,1069
776,2014,Kosciusko,Hispanic,70,101,Suppressed,Suppressed,Suppressed,1363
777,2014,Martin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,25
778,2014,Morgan,Hispanic,Suppressed,13,Suppressed,Suppressed,Suppressed,202
779,2014,Ohio,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
780,2015,Boone,Hispanic,Suppressed,22,Suppressed,Suppressed,Suppressed,386
781,2015,Decatur,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,91
782,2015,Fulton,Hispanic,Suppressed,14,Suppressed,Suppressed,Suppressed,236
783,2015,Hendricks,Hispanic,21,61,Suppressed,Suppressed,Suppressed,1390
784,2015,Lagrange,Hispanic,Suppressed,17,Suppressed,Suppressed,Suppressed,340
785,2015,Miami,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,158
786,2015,Montgomery,Hispanic,26,41,Suppressed,Suppressed,Suppressed,349
787,2015,Morgan,Hispanic,Suppressed,11,Suppressed,Suppressed,Suppressed,215
788,2015,Porter,Hispanic,49,163,Suppressed,Suppressed,Suppressed,3965
789,2015,Tipton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,93
790,2015,White,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,410
791,2016,Adams,Hispanic,Suppressed,27,Suppressed,Suppressed,Suppressed,309
792,2016,Blackford,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,46
793,2016,Elkhart,Hispanic,269,625,Suppressed,Suppressed,61,6913
794,2016,Jay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,117
795,2016,Marion,Hispanic,995,2120,Suppressed,Suppressed,230,21687
796,2016,Marshall,Hispanic,32,69,Suppressed,Suppressed,Suppressed,1002
797,2016,Ohio,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,19
798,2016,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
799,2016,Wells,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,167
800,2017,Adams,Hispanic,Suppressed,17,Suppressed,Suppressed,Suppressed,313
801,2017,Allen,Hispanic,234,487,Suppressed,Suppressed,41,6458
802,2017,Benton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,91
803,2017,Decatur,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,101
804,2017,Floyd,Hispanic,17,36,Suppressed,Suppressed,Suppressed,570
805,2017,Fountain,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,89
806,2017,Marion,Hispanic,1258,2190,Suppressed,14,231,23012
807,2017,Parke,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,58
808,2017,Steuben,Hispanic,Suppressed,10,Suppressed,Suppressed,Suppressed,304
809,2017,Warren,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42
810,2018,Carroll,Hispanic,Suppressed,20,Suppressed,Suppressed,Suppressed,181
811,2018,Clay,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,79
812,2018,Jackson,Hispanic,76,116,Suppressed,Suppressed,14,599
813,2018,Jefferson,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,248
814,2018,Johnson,Hispanic,29,69,Suppressed,Suppressed,Suppressed,1319
815,2018,Owen,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,67
816,2018,Steuben,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,295
817,2019,Hendricks,Hispanic,22,85,Suppressed,Suppressed,Suppressed,1799
818,2019,Miami,Hispanic,Suppressed,14,Suppressed,Suppressed,Suppressed,231
819,2019,Owen,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,66
820,2019,Posey,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,59
821,2019,Pulaski,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,98
822,2019,Wayne,Hispanic,23,37,Suppressed,Suppressed,Suppressed,464
823,2014,Adams,Non-Hispanic White,386,644,Suppressed,Suppressed,Suppressed,5622
824,2014,Knox,Non-Hispanic White,91,457,Suppressed,Suppressed,Suppressed,6171
825,2014,Marshall,Non-Hispanic White,193,488,Suppressed,Suppressed,42,7130
826,2014,Perry,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,13,2861
827,2014,Porter,Non-Hispanic White,356,1570,Suppressed,Suppressed,133,26061
828,2014,Starke,Non-Hispanic White,Suppressed,248,Suppressed,Suppressed,Suppressed,3807
829,2014,Vanderburgh,Non-Hispanic White,530,1827,Suppressed,15,182,30352
830,2015,Blackford,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1919
831,2015,Carroll,Non-Hispanic White,58,186,Suppressed,Suppressed,Suppressed,3189
832,2015,Henry,Non-Hispanic White,102,454,Suppressed,Suppressed,Suppressed,7538
833,2015,LaPorte,Non-Hispanic White,451,1011,Suppressed,Suppressed,99,14606
834,2015,Miami,Non-Hispanic White,86,350,Suppressed,Suppressed,32,5392
835,2015,Newton,Non-Hispanic White,Suppressed,160,Suppressed,Suppressed,15,2064
836,2015,Noble,Non-Hispanic White,187,553,Suppressed,Suppressed,47,7368
837,2015,Starke,Non-Hispanic White,Suppressed,255,Suppressed,Suppressed,18,3764
838,2016,Benton,Non-Hispanic White,Suppressed,105,Suppressed,Suppressed,Suppressed,1334
839,2016,Brown,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2102
840,2016,De Kalb,Non-Hispanic White,155,515,Suppressed,Suppressed,31,7290
841,2016,Gibson,Non-Hispanic White,73,403,Suppressed,Suppressed,Suppressed,5514
842,2016,Grant,Non-Hispanic White,113,559,Suppressed,5,54,11203
843,2016,Greene,Non-Hispanic White,Suppressed,320,Suppressed,Suppressed,36,5189
844,2016,Harrison,Non-Hispanic White,Suppressed,457,Suppressed,6,Suppressed,6559
845,2016,Jay,Non-Hispanic White,111,276,Suppressed,7,37,3466
846,2016,LaPorte,Non-Hispanic White,396,967,Suppressed,Suppressed,83,14394
847,2016,Porter,Non-Hispanic White,423,1490,Suppressed,Suppressed,145,25438
848,2017,Dubois,Non-Hispanic White,78,494,Suppressed,Suppressed,59,6474
849,2017,Hamilton,Non-Hispanic White,429,3223,Suppressed,Suppressed,278,52608
850,2017,Orange,Non-Hispanic White,Suppressed,242,Suppressed,Suppressed,Suppressed,3080
851,2017,Pulaski,Non-Hispanic White,Suppressed,122,Suppressed,Suppressed,14,1893
852,2017,Randolph,Non-Hispanic White,62,266,Suppressed,Suppressed,Suppressed,3940
853,2017,Scott,Non-Hispanic White,88,266,Suppressed,Suppressed,Suppressed,4086
854,2017,Starke,Non-Hispanic White,100,250,Suppressed,Suppressed,Suppressed,3669
855,2017,Switzerland,Non-Hispanic White,Suppressed,Suppressed,Suppressed,Suppressed,10,1661
856,2017,Wells,Non-Hispanic White,69,310,Suppressed,Suppressed,Suppressed,4433
857,2018,Adams,Non-Hispanic White,326,560,Suppressed,5,48,5702
858,2018,Boone,Non-Hispanic White,80,700,Suppressed,5,60,11134
859,2018,Kosciusko,Non-Hispanic White,412,897,Suppressed,Suppressed,75,12483
860,2018,Monroe,Non-Hispanic White,186,1022,Suppressed,Suppressed,117,30950
861,2018,Newton,Non-Hispanic White,44,139,Suppressed,Suppressed,Suppressed,2015
862,2019,Carroll,Non-Hispanic White,41,202,Suppressed,Suppressed,Suppressed,3126
863,2019,Monroe,Non-Hispanic White,150,886,Suppressed,Suppressed,99,31047
864,2019,Putnam,Non-Hispanic White,77,353,Suppressed,Suppressed,Suppressed,6272
865,2019,Switzerland,Non-Hispanic White,34,94,Suppressed,Suppressed,Suppressed,1699
866,2019,Vermillion,Non-Hispanic White,Suppressed,130,Suppressed,Suppressed,Suppressed,2483
867,2014,Adams,All,399,675,Suppressed,Suppressed,44,6019
868,2014,De Kalb,All,203,562,Suppressed,Suppressed,46,7809
869,2014,Dubois,All,110,573,Suppressed,5,61,7419
870,2014,Newton,All,47,132,Suppressed,Suppressed,11,2322
871,2014,Vermillion,All,54,150,Suppressed,Suppressed,22,2704
872,2014,Vigo,All,447,1315,Suppressed,14,138,21875
873,2014,Whitley,All,135,412,Suppressed,Suppressed,36,5801
874,2015,Decatur,All,89,352,Suppressed,Suppressed,36,4855
875,2015,Fountain,All,58,200,Suppressed,Suppressed,23,2783
876,2015,Howard,All,286,978,Suppressed,7,87,14862
877,2015,Lawrence,All,103,497,Suppressed,Suppressed,45,7757
878,2015,St. Joseph,All,1175,3480,Suppressed,26,322,54639
879,2015,Shelby,All,140,495,Suppressed,6,36,7864
880,2015,Vanderburgh,All,516,2222,Suppressed,11,222,36557
881,2015,Warren,All,24,79,Suppressed,Suppressed,14,1329
882,2016,Kosciusko,All,562,1017,Suppressed,7,87,14721
883,2016,Lagrange,All,403,738,Suppressed,Suppressed,44,7208
884,2016,Lawrence,All,134,496,Suppressed,6,48,7726
885,2016,Madison,All,374,1507,Suppressed,13,162,23393
886,2016,Shelby,All,99,492,Suppressed,Suppressed,32,7793
887,2016,Spencer,All,34,197,Suppressed,Suppressed,13,3374
888,2016,Vigo,All,440,1284,Suppressed,10,132,21501
889,2016,Warren,All,18,80,Suppressed,Suppressed,Suppressed,1288
890,2017,Morgan,All,202,807,Suppressed,Suppressed,83,12307
891,2017,Noble,All,237,629,Suppressed,5,41,8552
892,2017,Warren,All,17,86,Suppressed,Suppressed,Suppressed,1322
893,2018,Clinton,All,121,424,Suppressed,Suppressed,46,5769
894,2018,Hendricks,All,318,1703,Suppressed,10,156,32087
895,2018,Huntington,All,109,424,Suppressed,Suppressed,37,6648
896,2018,Jennings,All,113,321,Suppressed,Suppressed,23,4840
897,2018,Ohio,All,13,57,Suppressed,Suppressed,Suppressed,915
898,2018,Pulaski,All,23,129,Suppressed,Suppressed,13,2030
899,2018,Union,All,16,69,Suppressed,Suppressed,Suppressed,1195
900,2018,Wells,All,100,335,Suppressed,Suppressed,37,4763
901,2019,Dearborn,All,116,526,Suppressed,Suppressed,59,8559
902,2019,Hendricks,All,341,1657,Suppressed,5,159,32879
903,2019,Newton,All,40,143,Suppressed,Suppressed,10,2295
904,2019,Steuben,All,114,375,Suppressed,Suppressed,38,5681
905,2014,Henry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,74
906,2014,Lagrange,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,23
907,2014,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
908,2014,Pike,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
909,2014,Vermillion,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,7
910,2015,Adams,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
911,2015,Brown,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,11
912,2015,Franklin,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,18
913,2015,Jackson,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,62
914,2015,Knox,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,355
915,2015,Lawrence,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,30
916,2015,Starke,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,9
917,2016,Decatur,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,22
918,2016,Gibson,Non-Hispanic Black,Suppressed,12,Suppressed,Suppressed,Suppressed,111
919,2016,Howard,Non-Hispanic Black,47,114,Suppressed,Suppressed,Suppressed,1216
920,2016,Johnson,Non-Hispanic Black,19,57,Suppressed,Suppressed,Suppressed,641
921,2016,Marshall,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,50
922,2016,Monroe,Non-Hispanic Black,32,75,Suppressed,Suppressed,Suppressed,1601
923,2016,Newton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,15
924,2016,Pike,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,13
925,2017,Bartholomew,Non-Hispanic Black,10,24,Suppressed,Suppressed,Suppressed,310
926,2017,Clay,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,20
927,2017,Fulton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
928,2017,Kosciusko,Non-Hispanic Black,Suppressed,15,Suppressed,Suppressed,Suppressed,150
929,2017,Newton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,14
930,2017,Ohio,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,2
931,2017,Owen,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,12
932,2017,Posey,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,49
933,2018,Benton,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,10
934,2018,Dearborn,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,55
935,2018,Kosciusko,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,153
936,2018,Lake,Non-Hispanic Black,732,1628,Suppressed,16,254,24032
937,2019,Delaware,Non-Hispanic Black,35,121,Suppressed,Suppressed,21,1885
938,2019,Fayette,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,45
939,2019,Perry,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
940,2019,Sullivan,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,17
941,2019,Wells,Non-Hispanic Black,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,36
942,2014,Clinton,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,1021
943,2014,Johnson,Hispanic,19,58,Suppressed,Suppressed,Suppressed,1179
944,2014,Knox,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,145
945,2014,Miami,Hispanic,Suppressed,10,Suppressed,Suppressed,Suppressed,153
946,2014,St. Joseph,Hispanic,153,370,Suppressed,Suppressed,24,5276
947,2014,Union,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,24
948,2014,Vanderburgh,Hispanic,33,72,Suppressed,Suppressed,Suppressed,1034
949,2014,Vermillion,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,40
950,2014,Vigo,Hispanic,11,22,Suppressed,Suppressed,Suppressed,494
951,2014,Whitley,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,167
952,2015,Elkhart,Hispanic,327,643,Suppressed,7,68,6883
953,2015,Henry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,130
954,2015,Jasper,Hispanic,Suppressed,27,Suppressed,Suppressed,Suppressed,496
955,2015,Kosciusko,Hispanic,62,95,Suppressed,Suppressed,Suppressed,1375
956,2015,Ohio,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,21
957,2015,Orange,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,80
958,2015,Randolph,Hispanic,Suppressed,15,Suppressed,Suppressed,Suppressed,172
959,2015,St. Joseph,Hispanic,174,392,Suppressed,Suppressed,Suppressed,5442
960,2015,Vermillion,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,43
961,2016,Fountain,Hispanic,Suppressed,11,Suppressed,Suppressed,Suppressed,83
962,2016,Franklin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,42
963,2016,Fulton,Hispanic,Suppressed,10,Suppressed,Suppressed,Suppressed,228
964,2016,Martin,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,24
965,2016,Perry,Hispanic,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed,53
