COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,BLACK_COUNT,WHITE_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
Fayette ,245,121,47,46,57,56,55,39,,,,72,45,58,182,,,343,362,22,78,68,76,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,367,1584,2021.03.28 22:00:05
Floyd ,705,293,115,147,171,165,140,98,64,48,,111,96,151,611,,168,762,979,61,143,257,179,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,998,3606,2021.03.28 22:00:05
Fountain ,184,54,,49,51,26,33,,,,,38,35,43,112,,,224,237,,77,94,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,238,873,2021.03.28 22:00:05
Franklin ,121,55,26,21,34,27,,,,,,40,24,22,85,,,164,175,,36,40,32,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,176,839,2021.03.28 22:00:05
Fulton ,209,86,37,38,53,38,42,29,,,,47,29,40,168,,,276,294,30,93,89,27,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,295,1026,2021.03.28 22:00:05
Gibson ,308,165,50,80,68,78,54,56,32,,,87,41,92,238,,,430,468,82,104,180,23,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,473,1683,2021.03.28 22:00:05
Grant ,800,386,190,205,197,168,121,107,74,51,34,134,99,195,719,,163,940,1182,76,249,362,113,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1186,4373,2021.03.28 22:00:05
Greene ,375,147,56,82,99,73,59,58,32,24,22,98,43,95,265,,,505,522,81,219,124,33,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,522,1717,2021.03.28 22:00:05
Hamilton ,1161,553,205,264,314,211,214,125,131,102,74,311,104,244,975,,253,1228,1642,328,373,580,140,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1714,6142,2021.03.28 22:00:05
Hancock ,355,177,68,72,81,88,73,44,37,,25,77,43,93,305,,40,458,525,64,84,152,91,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,532,2397,2021.03.28 22:00:05
Harrison ,261,117,34,46,51,66,65,35,28,,,89,27,79,163,,,359,373,33,100,58,54,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,378,1680,2021.03.28 22:00:05
Hendricks ,1017,390,136,219,224,231,196,115,109,62,47,236,116,209,761,26,216,1080,1374,338,383,382,114,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1407,4917,2021.03.28 22:00:05
Henry ,443,235,79,116,126,95,82,55,53,31,24,121,57,115,360,,,616,667,23,155,150,105,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,678,2744,2021.03.28 22:00:05
Howard ,1045,425,195,261,235,218,203,123,91,64,38,203,129,222,845,37,290,1099,1467,111,429,377,178,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1471,5617,2021.03.28 22:00:05
Huntington ,277,112,53,50,66,59,38,48,23,25,,68,47,70,188,,,361,386,31,96,120,34,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,389,1623,2021.03.28 22:00:05
Jackson ,362,140,55,85,86,84,61,45,25,22,,88,53,99,250,,,454,488,35,83,134,73,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,502,2041,2021.03.28 22:00:05
Jasper ,242,87,36,54,61,58,43,23,,,,64,44,59,152,,,308,328,23,79,104,29,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,329,1254,2021.03.28 22:00:05
Jay ,152,78,27,41,39,25,28,21,,,,33,30,31,124,,,211,230,24,59,48,21,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,230,968,2021.03.28 22:00:05
Jefferson ,340,144,67,72,64,63,65,54,35,24,,64,54,90,257,,,456,475,38,85,113,73,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,484,1739,2021.03.28 22:00:05
Jennings ,241,89,33,58,48,53,40,36,24,,,70,34,76,142,,,312,320,,88,42,57,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,330,1504,2021.03.28 22:00:05
Johnson ,1339,609,243,299,316,289,253,169,149,97,54,297,122,305,1116,48,132,1665,1918,304,582,628,181,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1948,6676,2021.03.28 22:00:05
Knox ,540,237,112,130,118,119,100,61,58,39,21,120,79,131,421,,31,702,774,55,262,261,56,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,777,2640,2021.03.28 22:00:05
Kosciusko ,700,259,97,160,178,147,124,84,65,40,25,172,100,162,489,,35,830,942,94,270,261,71,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,959,3326,2021.03.28 22:00:05
Lagrange ,208,66,32,39,55,37,23,40,,,,58,34,46,123,,,247,273,30,92,73,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,274,899,2021.03.28 22:00:05
Lake ,5928,2557,1136,1606,1448,1128,965,689,569,387,271,737,473,707,6274,114,4538,2480,8382,681,2648,2466,747,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,8485,28254,2021.03.28 22:00:05
Laporte ,1354,631,307,316,332,282,218,163,121,111,63,222,115,247,1319,30,500,1343,1972,184,947,310,137,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1985,6930,2021.03.28 22:00:05
Lawrence ,529,231,88,140,132,110,95,49,56,45,,124,68,159,382,,,723,758,111,290,201,45,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,760,2604,2021.03.28 22:00:05
Madison ,1741,840,321,414,456,359,286,262,159,135,85,306,226,412,1548,41,441,1987,2565,234,642,703,239,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,2582,9301,2021.03.28 22:00:05
Marion,19048,9134,3498,4903,4952,4054,3385,2281,1758,1381,879,2466,1752,2053,20760,333,15006,10843,27308,3457,11077,8121,2143,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,28188,83724,2021.03.28 22:00:05
Marshall ,340,132,51,97,83,68,64,29,23,25,,96,55,75,235,,,409,466,40,145,160,30,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,472,1808,2021.03.28 22:00:05
Martin ,103,39,,23,23,,,,,,,32,,35,56,,,139,141,,67,30,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,142,820,2021.03.28 22:00:05
Miami ,314,148,66,67,80,67,69,37,37,,,91,48,84,222,,,423,462,48,156,73,42,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,462,1787,2021.03.28 22:00:05
Monroe ,1088,690,266,288,280,268,244,128,95,89,60,230,112,265,1075,,223,1443,1758,305,621,406,237,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1778,6156,2021.03.28 22:00:05
Montgomery ,398,189,68,85,120,97,62,60,27,29,,114,54,106,271,,,545,577,85,164,210,40,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,587,1925,2021.03.28 22:00:05
Morgan ,734,326,114,142,191,146,130,100,73,63,42,162,94,200,544,36,,1006,1056,104,288,455,75,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1060,3687,2021.03.28 22:00:05
Newton ,104,51,,23,37,,,,,,,34,,,87,0,,141,155,,53,35,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,155,555,2021.03.28 22:00:05
Noble ,320,128,60,67,68,53,57,53,28,26,,97,38,80,220,,,393,442,50,114,104,47,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,448,1866,2021.03.28 22:00:05
Ohio ,24,,,,,,,,,,0,,,,27,,0,41,40,,,,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,41,196,2021.03.28 22:00:05
Orange ,201,97,52,41,55,43,37,,,,,68,28,56,138,,,287,297,32,104,94,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,298,1244,2021.03.28 22:00:05
Owen ,219,103,40,36,63,39,36,43,32,,,54,21,76,155,,,313,321,45,105,101,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,322,1148,2021.03.28 22:00:05
Parke ,119,62,,22,29,26,24,,,,,35,,36,85,,,169,181,29,81,37,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,181,954,2021.03.28 22:00:05
Perry ,177,79,25,55,46,32,27,31,,,,44,25,51,129,,,242,258,,113,73,25,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,258,965,2021.03.28 22:00:05
Pike ,115,51,,27,26,29,21,,,,,43,,40,68,,,159,166,28,57,45,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,166,802,2021.03.28 22:00:05
Porter ,1194,593,207,287,283,254,239,173,131,89,56,264,128,261,1050,24,214,1309,1772,219,457,533,142,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1787,6650,2021.03.28 22:00:05
Posey ,204,99,33,47,46,35,43,39,26,,,58,37,56,136,,,286,302,26,86,120,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,303,983,2021.03.28 22:00:05
Pulaski ,100,38,23,,,23,,,,,,27,,,67,,,126,137,,35,32,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,138,571,2021.03.28 22:00:05
Putnam ,286,135,57,51,67,59,67,38,33,,,84,37,70,211,,,398,420,39,167,116,24,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,421,1528,2021.03.28 22:00:05
Randolph ,204,120,31,63,58,41,42,24,,,,58,21,57,176,,,299,324,,92,79,22,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,324,1192,2021.03.28 22:00:05
Ripley ,218,65,34,37,55,36,50,22,,,,50,33,54,137,,0,269,279,,46,73,56,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,283,1194,2021.03.28 22:00:05
Rush ,114,46,,31,33,29,,,,,,33,,28,83,0,,152,158,,21,31,27,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,160,808,2021.03.28 22:00:05
Saint Joseph ,3385,1598,652,843,842,660,616,436,372,204,143,526,356,484,3383,59,1771,2636,4904,582,1793,1290,407,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,4983,16834,2021.03.28 22:00:05
Scott ,275,143,45,59,63,66,65,49,23,28,,52,34,88,219,,,391,415,30,71,79,72,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,418,1600,2021.03.28 22:00:05
Shelby ,369,164,75,82,86,76,58,49,43,28,,69,67,89,298,,,499,520,,106,141,91,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,533,2156,2021.03.28 22:00:05
Spencer ,153,66,25,35,36,23,30,,,,,32,,55,109,,,207,218,35,48,68,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,219,804,2021.03.28 22:00:05
Starke ,224,96,44,41,58,41,34,32,23,25,,48,33,58,168,,,309,320,27,82,106,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,320,1250,2021.03.28 22:00:05
Steuben ,226,95,38,59,42,48,47,34,,,,56,24,54,168,,,300,318,33,91,71,41,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,321,1355,2021.03.28 22:00:05
Sullivan ,219,79,41,55,48,46,36,32,,,,42,27,58,160,,,286,297,34,89,113,25,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,298,1188,2021.03.28 22:00:05
Switzerland ,87,40,,,,27,,,,,,25,,,65,,0,122,126,,,38,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,127,476,2021.03.28 22:00:05
Tippecanoe ,1849,839,407,543,473,376,278,202,134,88,82,312,180,298,1792,27,763,1685,2642,307,974,787,221,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,2688,8689,2021.03.28 22:00:05
Tipton ,108,38,,,21,21,21,,,,,28,,32,73,,,131,146,,38,34,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,146,586,2021.03.28 22:00:05
Union ,52,,,,,,,,,0,,,,,27,0,,65,67,,,,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,69,363,2021.03.28 22:00:05
Vanderburgh ,2802,1491,540,677,617,616,587,431,298,227,153,417,310,707,2694,67,988,3069,4247,380,1409,1472,256,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,4293,13191,2021.03.28 22:00:05
Vermillion ,191,75,25,41,50,34,42,26,,,,45,,66,124,,,256,266,45,113,55,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,266,954,2021.03.28 22:00:05
Vigo ,1647,840,387,426,401,352,290,214,152,124,56,347,177,415,1433,37,349,2015,2472,239,976,627,232,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,2487,8501,2021.03.28 22:00:05
Wabash ,192,96,35,34,44,49,42,26,22,,,50,32,57,141,,,267,288,25,57,94,32,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,288,1249,2021.03.28 22:00:05
Warren ,52,24,,,,,,,,,,,,,32,,,68,76,,28,25,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,76,314,2021.03.28 22:00:05
Warrick ,413,186,70,81,85,108,75,53,50,30,22,106,74,114,281,,,558,595,100,168,198,38,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,599,2217,2021.03.28 22:00:05
Washington ,244,130,42,42,52,59,57,39,30,,,82,23,89,163,,,357,369,32,74,80,48,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,375,1696,2021.03.28 22:00:05
Wayne ,705,380,203,144,158,157,128,97,81,56,,128,96,145,669,23,99,905,1055,74,234,170,213,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,1086,4308,2021.03.28 22:00:05
Wells ,164,59,43,46,28,22,22,,,,,40,,42,112,,,201,222,21,41,69,31,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,223,979,2021.03.28 22:00:05
White ,171,67,29,41,38,35,34,24,,,,50,,44,120,,0,222,237,22,55,60,,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,238,972,2021.03.28 22:00:05
Whitley ,169,82,33,45,42,36,32,,,,,34,,40,148,,0,235,251,25,91,44,24,6,"In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?",Transportation prevented seeing doctor last 12 mos.?,251,1090,2021.03.28 22:00:05
Adams ,149,57,40,32,42,,,,,,,36,,38,109,,,182,204,28,53,72,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,206,1066,2021.03.28 22:00:05
Allen ,2792,1175,529,685,670,533,468,287,237,173,137,594,270,424,2467,69,1235,2194,3828,480,1265,1151,401,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,3967,20940,2021.03.28 22:00:05
Bartholomew ,417,202,67,107,106,85,59,56,40,26,,112,61,109,315,,26,536,601,57,151,238,87,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,619,3837,2021.03.28 22:00:05
Benton ,51,22,,,,,,,,,0,24,,,32,,,67,73,,28,30,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,73,391,2021.03.28 22:00:05
Blackford ,92,37,,,29,,,,,,,31,,,61,,,123,129,,40,47,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,129,701,2021.03.28 22:00:05
Boone ,356,212,52,87,104,74,55,63,33,38,23,119,36,114,259,,25,508,562,112,189,183,44,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,568,1965,2021.03.28 22:00:05
Brown ,68,38,,,,,,,,,,24,,,53,,,102,106,,33,32,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,106,616,2021.03.28 22:00:05
Carroll ,92,39,,23,,21,,,,,,24,,21,70,,,111,130,23,55,29,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,131,709,2021.03.28 22:00:05
Cass ,217,91,41,63,51,47,27,,,,,58,26,47,159,,,254,297,34,117,95,28,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,308,1646,2021.03.28 22:00:05
Clark ,693,302,115,159,172,134,114,84,55,49,45,147,74,160,556,31,139,763,969,116,282,269,130,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,995,6354,2021.03.28 22:00:05
Clay ,317,136,36,66,85,60,55,36,37,23,,118,46,79,192,,,434,452,76,181,157,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,453,1715,2021.03.28 22:00:05
Clinton ,363,181,63,86,112,73,68,28,36,23,21,103,55,79,278,,,479,530,90,271,135,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,544,1849,2021.03.28 22:00:05
Crawford ,121,51,24,23,27,32,,,,,,58,,30,58,0,,161,172,26,69,61,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,172,668,2021.03.28 22:00:05
Daviess,260,110,39,61,55,59,50,32,,,,67,44,94,155,,,326,361,59,152,110,38,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,370,1434,2021.03.28 22:00:05
Dearborn ,173,104,27,41,41,40,31,24,28,,,42,27,39,146,,,263,276,49,80,67,32,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,277,1806,2021.03.28 22:00:05
Decatur ,119,53,,27,25,24,25,,,,,33,24,39,69,,,167,172,,41,56,22,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,173,1324,2021.03.28 22:00:05
Dekalb ,248,107,44,68,52,56,42,,22,,,80,25,63,171,,,332,354,49,134,94,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,355,1830,2021.03.28 22:00:05
Delaware ,1067,518,253,266,233,197,194,138,102,83,48,229,138,238,898,34,203,1314,1582,185,469,557,200,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1585,7719,2021.03.28 22:00:05
Dubois ,268,84,39,56,66,37,44,28,,24,,75,25,67,166,,,319,346,75,144,94,28,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,352,1276,2021.03.28 22:00:05
Elkhart ,2031,796,341,471,500,405,298,207,179,130,93,434,262,337,1624,54,550,1834,2753,437,938,1028,208,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,2827,11011,2021.03.28 22:00:05
Fayette ,144,80,29,30,33,35,26,22,,,,44,24,36,106,,,212,222,22,68,52,35,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,224,1584,2021.03.28 22:00:05
Floyd ,352,159,50,76,84,81,56,42,41,32,,77,43,74,288,,65,416,505,54,116,183,67,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,511,3606,2021.03.28 22:00:05
Fountain ,182,58,23,60,41,28,29,,,,,50,26,40,110,,,231,240,29,79,105,23,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,240,873,2021.03.28 22:00:05
Franklin ,87,33,,,,,,,,,,32,,,57,,,114,118,,29,36,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,120,839,2021.03.28 22:00:05
Fulton ,193,61,28,44,28,45,29,25,,,,52,24,38,129,,,239,253,41,79,99,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,254,1026,2021.03.28 22:00:05
Gibson ,315,141,57,84,78,68,43,38,,,,107,31,86,217,,22,417,456,89,118,198,34,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,457,1683,2021.03.28 22:00:05
Grant ,621,261,152,159,143,119,68,71,58,34,28,130,76,128,518,,96,727,878,86,256,348,87,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,882,4373,2021.03.28 22:00:05
Greene ,374,144,47,85,95,81,60,57,33,24,,114,41,106,237,,,504,517,85,241,141,30,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,518,1717,2021.03.28 22:00:05
Hamilton ,1239,518,189,253,322,232,208,139,119,99,74,353,104,228,969,28,218,1311,1687,437,405,659,144,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1757,6142,2021.03.28 22:00:05
Hancock ,262,132,51,54,54,61,55,34,,,,62,28,55,229,,27,348,391,73,82,142,62,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,394,2397,2021.03.28 22:00:05
Harrison ,173,78,26,28,36,38,47,21,,,,65,,53,96,,,236,251,30,99,51,36,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,251,1680,2021.03.28 22:00:05
Hendricks ,1058,387,157,240,222,227,178,101,95,66,60,292,92,210,764,26,206,1109,1395,412,441,407,132,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1445,4917,2021.03.28 22:00:05
Henry ,294,140,38,68,76,52,57,33,38,,,79,38,64,229,,,410,432,32,138,128,41,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,434,2744,2021.03.28 22:00:05
Howard ,873,358,157,232,188,182,142,98,62,62,39,212,97,192,652,30,195,953,1225,158,455,380,143,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1231,5617,2021.03.28 22:00:05
Huntington ,234,86,40,52,53,36,39,30,27,,,67,28,52,149,,,293,318,52,109,115,26,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,320,1623,2021.03.28 22:00:05
Jackson ,233,105,37,65,62,42,34,23,,,,69,35,69,152,,,298,327,33,74,128,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,338,2041,2021.03.28 22:00:05
Jasper ,237,90,42,56,65,48,45,21,,,,83,37,58,135,,,306,327,43,86,127,36,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,327,1254,2021.03.28 22:00:05
Jay ,118,52,27,34,24,,,,,,,33,,21,95,,,151,170,22,55,56,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,170,968,2021.03.28 22:00:05
Jefferson ,213,90,38,48,43,45,36,24,,,,53,25,55,153,,,283,303,36,63,83,31,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,303,1739,2021.03.28 22:00:05
Jennings ,131,65,,28,30,33,22,,,,,53,,46,74,,,176,192,21,72,42,,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,196,1504,2021.03.28 22:00:05
Johnson ,1330,577,228,315,311,287,236,147,129,83,64,335,134,303,1031,42,114,1673,1877,380,633,668,214,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1907,6676,2021.03.28 22:00:05
Knox ,528,247,114,133,131,113,95,52,42,31,21,140,63,117,426,,29,716,773,81,280,289,65,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,775,2640,2021.03.28 22:00:05
Kosciusko ,488,190,76,119,128,106,75,45,37,27,31,157,56,98,332,,,600,667,103,229,230,52,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,678,3326,2021.03.28 22:00:05
Lagrange ,192,67,42,36,54,26,30,33,,,,60,25,45,116,,,236,256,45,103,80,21,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,259,899,2021.03.28 22:00:05
Lake ,4703,1932,806,1199,1113,908,756,545,411,307,243,729,374,565,4693,112,3210,2135,6528,711,2342,2231,645,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,6635,28254,2021.03.28 22:00:05
Laporte ,1153,470,221,251,279,215,196,131,92,91,57,220,97,206,1019,33,367,1137,1606,224,851,307,126,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,1623,6930,2021.03.28 22:00:05
Lawrence ,525,229,86,145,128,105,91,47,43,29,28,163,49,154,350,22,,719,753,153,308,225,45,7,Do you ever need help reading hospital materials?  (Medical),Need help reading hospital materials?,755,2604,2021.03.28 22:00:05
