COUNTY,FEMALE_COUNT,MALE_COUNT,18-22_COUNT,23-27_COUNT,28-32_COUNT,33-37_COUNT,38-42_COUNT,43-47_COUNT,48-52_COUNT,53-57_COUNT,58-62_COUNT,63-67_COUNT,68-72_COUNT,73-77_COUNT,78-82_COUNT,83-87_COUNT,88-92_COUNT,93-97_COUNT,98-102_COUNT,103-107_COUNT,MARITAL_UNKNOWN_COUNT,MARRIED_COUNT,SEPARATED_COUNT,DIVORCED_COUNT,SINGLE_COUNT,WIDOWED_COUNT,NATIVE_AMERICAN_COUNT,ASIAN_COUNT,BLACK_COUNT,HAWAIIAN_COUNT,WHITE_COUNT,HISPANIC_COUNT,MULTIRACIAL_COUNT,CITIZEN_COUNT,NO_FORMAL_ED_COUNT,NO_HS_DIPLOMA_COUNT,HS_DIPLOMA_COUNT,ASSOCIATES_COUNT,BACHELORS_COUNT,SOME_COLLEGE_COUNT,GRAD_SCHOOL_COUNT,OTHER_CREDENTIALS_COUNT,ATTENDING_SCHOOL_COUNT,QUESTION_NUM,QUESTION_LONG_DESC,QUESTION_SHORT_DESC,QUESTION_COUNT,COUNTY_COUNT,ETL_RUN_TIMESTAMP
"Crawford ",124,59,,25,25,30,23,23,,,,,0,,0,0,0,0,0,0,0,53,22,34,67,,,0,,,174,,0,183,,74,52,,0,0,,0,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",183,668,2021.03.28 22:00:05
"Daviess",262,109,44,56,63,52,47,29,26,,,,,,,0,0,0,0,0,0,54,49,87,169,,,0,,0,328,,,363,43,139,97,,,0,,,25,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",371,1434,2021.03.28 22:00:05
"Dearborn ",328,150,62,63,83,69,66,52,46,,,,,0,0,,0,0,0,0,0,66,50,65,275,,0,0,,,459,,,471,43,87,69,,,0,0,,88,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",478,1806,2021.03.28 22:00:05
"Decatur ",213,88,40,41,52,43,40,29,25,,,,,,0,,0,0,0,0,0,48,24,56,155,,,0,,0,281,,,298,,61,78,,,0,,,46,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",301,1324,2021.03.28 22:00:05
"Dekalb ",300,133,60,72,74,56,49,36,29,30,,,,0,0,,,0,0,0,0,78,46,75,215,,0,,,0,401,,,433,32,128,85,,,0,,,35,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",433,1830,2021.03.28 22:00:05
"Delaware ",1399,732,340,334,295,270,280,217,154,109,60,,,,,,0,0,0,0,0,223,204,356,1247,48,,,334,,1686,49,27,2126,138,490,608,64,38,0,,35,269,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",2131,7719,2021.03.28 22:00:05
"Dubois ",197,86,29,39,46,34,45,23,,,,,0,,0,0,0,0,0,0,0,49,27,63,137,,0,0,,0,254,,0,275,46,109,60,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",283,1276,2021.03.28 22:00:05
"Elkhart ",2331,957,422,606,558,462,372,261,222,127,93,49,,,,,0,,0,0,,412,292,382,2026,58,,,736,,2045,419,38,3212,387,992,1054,59,32,0,,73,217,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",3288,11011,2021.03.28 22:00:05
"Fayette ",245,121,47,46,57,56,55,39,,,,,,,0,0,0,0,0,0,0,72,45,58,182,,,0,,0,343,,,362,22,78,68,,,0,0,,76,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",367,1584,2021.03.28 22:00:05
"Floyd ",705,293,115,147,171,165,140,98,64,48,,,,,0,,0,0,0,0,,111,96,151,611,,,,168,0,762,,,979,61,143,257,,,0,,,179,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",998,3606,2021.03.28 22:00:05
"Fountain ",184,54,,49,51,26,33,,,,,,,0,0,0,0,0,0,0,0,38,35,43,112,,0,0,,0,224,,,237,,77,94,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",238,873,2021.03.28 22:00:05
"Franklin ",121,55,26,21,34,27,,,,,,0,0,,0,0,0,0,0,0,0,40,24,22,85,,0,0,,0,164,,,175,,36,40,0,0,0,,,32,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",176,839,2021.03.28 22:00:05
"Fulton ",209,86,37,38,53,38,42,29,,,,,0,0,0,0,0,0,0,0,0,47,29,40,168,,0,,,0,276,,0,294,30,93,89,,,0,,0,27,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",295,1026,2021.03.28 22:00:05
"Gibson ",308,165,50,80,68,78,54,56,32,,,,0,0,0,0,0,,0,0,0,87,41,92,238,,,,,,430,,,468,82,104,180,,,0,0,,23,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",473,1683,2021.03.28 22:00:05
"Grant ",800,386,190,205,197,168,121,107,74,51,34,,,,0,,,0,0,0,0,134,99,195,719,,,,163,0,940,50,,1182,76,249,362,28,,0,,,113,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1186,4373,2021.03.28 22:00:05
"Greene ",375,147,56,82,99,73,59,58,32,24,22,,0,0,,,0,0,0,0,0,98,43,95,265,,0,0,,,505,,,522,81,219,124,,,0,0,,33,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",522,1717,2021.03.28 22:00:05
"Hamilton ",1161,553,205,264,314,211,214,125,131,102,74,23,,,,,,0,0,0,,311,104,244,975,,0,61,253,,1228,122,,1642,328,373,580,31,73,0,,,140,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1714,6142,2021.03.28 22:00:05
"Hancock ",355,177,68,72,81,88,73,44,37,,25,,,,0,0,0,0,0,0,0,77,43,93,305,,,,40,0,458,,,525,64,84,152,,,0,,,91,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",532,2397,2021.03.28 22:00:05
"Harrison ",261,117,34,46,51,66,65,35,28,,,,,,0,0,0,0,0,0,0,89,27,79,163,,0,,,0,359,,0,373,33,100,58,,,0,0,,54,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",378,1680,2021.03.28 22:00:05
"Hendricks ",1017,390,136,219,224,231,196,115,109,62,47,,,,,,0,,,0,0,236,116,209,761,26,,22,216,0,1080,66,,1374,338,383,382,33,32,0,,,114,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1407,4917,2021.03.28 22:00:05
"Henry ",443,235,79,116,126,95,82,55,53,31,24,,,,,0,0,0,0,0,0,121,57,115,360,,0,,,0,616,,,667,23,155,150,,,0,,,105,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",678,2744,2021.03.28 22:00:05
"Howard ",1045,425,195,261,235,218,203,123,91,64,38,,,,,0,0,0,0,0,0,203,129,222,845,37,0,,290,,1099,36,,1467,111,429,377,30,,0,,,178,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1471,5617,2021.03.28 22:00:05
"Huntington ",277,112,53,50,66,59,38,48,23,25,,,0,,,0,0,0,0,0,0,68,47,70,188,,0,0,,0,361,,,386,31,96,120,,,0,,,34,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",389,1623,2021.03.28 22:00:05
"Jackson ",362,140,55,85,86,84,61,45,25,22,,,,,0,0,,0,0,0,0,88,53,99,250,,,0,,0,454,21,,488,35,83,134,,,0,0,,73,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",502,2041,2021.03.28 22:00:05
"Jasper ",242,87,36,54,61,58,43,23,,,,,0,,0,0,0,0,0,0,0,64,44,59,152,,0,0,,0,308,,0,328,23,79,104,,,0,0,,29,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",329,1254,2021.03.28 22:00:05
"Jay ",152,78,27,41,39,25,28,21,,,,,,,0,0,0,0,0,0,0,33,30,31,124,,0,0,,0,211,,,230,24,59,48,,0,0,0,,21,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",230,968,2021.03.28 22:00:05
"Jefferson ",340,144,67,72,64,63,65,54,35,24,,,,,0,0,0,0,0,0,0,64,54,90,257,,,0,,,456,,,475,38,85,113,,0,0,,,73,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",484,1739,2021.03.28 22:00:05
"Jennings ",241,89,33,58,48,53,40,36,24,,,,,,0,0,0,0,0,0,0,70,34,76,142,,,0,,0,312,,,320,,88,42,,,0,0,,57,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",330,1504,2021.03.28 22:00:05
"Johnson ",1339,609,243,299,316,289,253,169,149,97,54,,,,0,0,,0,0,0,0,297,122,305,1116,48,,51,132,,1665,60,,1918,304,582,628,44,33,0,,30,181,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1948,6676,2021.03.28 22:00:05
"Knox ",540,237,112,130,118,119,100,61,58,39,21,,,,0,0,,0,0,0,0,120,79,131,421,,,,31,0,702,28,,774,55,262,261,39,,0,,22,56,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",777,2640,2021.03.28 22:00:05
"Kosciusko ",700,259,97,160,178,147,124,84,65,40,25,,,,,,0,0,0,0,0,172,100,162,489,,,,35,0,830,65,,942,94,270,261,,,0,0,,71,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",959,3326,2021.03.28 22:00:05
"Lagrange ",208,66,32,39,55,37,23,40,,,,,0,0,0,0,0,0,0,0,0,58,34,46,123,,,0,,0,247,,,273,30,92,73,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",274,899,2021.03.28 22:00:05
"Lake ",5928,2557,1136,1606,1448,1128,965,689,569,387,271,85,47,,,,,,0,0,,737,473,707,6274,114,,31,4538,,2480,1275,58,8382,681,2648,2466,283,235,0,69,210,747,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",8485,28254,2021.03.28 22:00:05
"Laporte ",1354,631,307,316,332,282,218,163,121,111,63,33,,,,,0,0,0,0,0,222,115,247,1319,30,,,500,0,1343,104,,1972,184,947,310,33,,0,,,137,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1985,6930,2021.03.28 22:00:05
"Lawrence ",529,231,88,140,132,110,95,49,56,45,,,,,0,0,0,0,0,0,0,124,68,159,382,,,,,,723,,0,758,111,290,201,,,0,,,45,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",760,2604,2021.03.28 22:00:05
"Madison ",1741,840,321,414,456,359,286,262,159,135,85,32,,,,,0,,0,0,0,306,226,412,1548,41,,,441,,1987,86,,2565,234,642,703,57,,0,,29,239,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",2582,9301,2021.03.28 22:00:05
"Marion",19048,9134,3498,4903,4952,4054,3385,2281,1758,1381,879,323,124,76,24,,,,0,0,,2466,1752,2053,20760,333,46,318,15006,22,10843,1565,174,27308,3457,11077,8121,781,510,0,182,282,2143,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",28188,83724,2021.03.28 22:00:05
"Marshall ",340,132,51,97,83,68,64,29,23,25,,,,,,0,0,0,0,0,0,96,55,75,235,,,,,0,409,39,,466,40,145,160,22,,0,,0,30,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",472,1808,2021.03.28 22:00:05
"Martin ",103,39,,23,23,,,,,,,,0,0,0,0,0,0,0,0,0,32,,35,56,,0,0,,0,139,,0,141,,67,30,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",142,820,2021.03.28 22:00:05
"Miami ",314,148,66,67,80,67,69,37,37,,,,0,0,,0,0,0,0,0,0,91,48,84,222,,,0,,0,423,,,462,48,156,73,,,0,0,,42,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",462,1787,2021.03.28 22:00:05
"Monroe ",1088,690,266,288,280,268,244,128,95,89,60,,,,,0,0,0,0,0,0,230,112,265,1075,,,,223,,1443,52,,1758,305,621,406,41,40,0,,,237,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1778,6156,2021.03.28 22:00:05
"Montgomery ",398,189,68,85,120,97,62,60,27,29,,,,0,,0,0,0,0,0,0,114,54,106,271,,0,,,0,545,,,577,85,164,210,,,0,0,,40,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",587,1925,2021.03.28 22:00:05
"Morgan ",734,326,114,142,191,146,130,100,73,63,42,,,,,0,0,0,0,0,0,162,94,200,544,36,,,,,1006,,,1056,104,288,455,27,,0,,,75,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1060,3687,2021.03.28 22:00:05
"Newton ",104,51,,23,37,,,,,,,0,0,0,0,0,0,0,0,0,0,34,,,87,0,0,,,0,141,,,155,,53,35,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",155,555,2021.03.28 22:00:05
"Noble ",320,128,60,67,68,53,57,53,28,26,,,,0,0,0,0,0,0,0,,97,38,80,220,,0,,,,393,37,,442,50,114,104,,,0,,,47,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",448,1866,2021.03.28 22:00:05
"Ohio ",24,,,,,,,,,,0,,,0,0,,0,0,0,0,0,,,,27,,0,0,0,0,41,0,0,40,,,,0,0,0,0,0,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",41,196,2021.03.28 22:00:05
"Orange ",201,97,52,41,55,43,37,,,,,,,0,0,0,0,0,0,0,0,68,28,56,138,,,0,,0,287,,,297,32,104,94,,0,0,0,0,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",298,1244,2021.03.28 22:00:05
"Owen ",219,103,40,36,63,39,36,43,32,,,,,,0,0,,0,0,0,0,54,21,76,155,,,0,,0,313,,,321,45,105,101,,,0,,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",322,1148,2021.03.28 22:00:05
"Parke ",119,62,,22,29,26,24,,,,,,,,0,0,0,0,0,0,0,35,,36,85,,0,0,,0,169,,,181,29,81,37,,0,0,,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",181,954,2021.03.28 22:00:05
"Perry ",177,79,25,55,46,32,27,31,,,,,,,,0,0,0,0,0,,44,25,51,129,,,0,,,242,0,,258,,113,73,,,0,0,,25,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",258,965,2021.03.28 22:00:05
"Pike ",115,51,,27,26,29,21,,,,,,0,0,0,0,0,0,0,0,0,43,,40,68,,0,0,,0,159,,,166,28,57,45,,,0,,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",166,802,2021.03.28 22:00:05
"Porter ",1194,593,207,287,283,254,239,173,131,89,56,23,,,,0,,0,0,0,0,264,128,261,1050,24,,,214,,1309,213,21,1772,219,457,533,56,35,0,,38,142,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1787,6650,2021.03.28 22:00:05
"Posey ",204,99,33,47,46,35,43,39,26,,,,0,,,0,0,0,0,0,0,58,37,56,136,,0,0,,0,286,,,302,26,86,120,,,0,,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",303,983,2021.03.28 22:00:05
"Pulaski ",100,38,23,,,23,,,,,,,,0,0,0,0,0,0,0,0,27,,,67,,0,0,,0,126,,,137,,35,32,,0,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",138,571,2021.03.28 22:00:05
"Putnam ",286,135,57,51,67,59,67,38,33,,,,0,0,0,0,,0,0,0,0,84,37,70,211,,0,0,,,398,,0,420,39,167,116,,,0,,,24,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",421,1528,2021.03.28 22:00:05
"Randolph ",204,120,31,63,58,41,42,24,,,,,,0,,0,0,0,0,0,0,58,21,57,176,,0,0,,0,299,,0,324,,92,79,,,0,,,22,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",324,1192,2021.03.28 22:00:05
"Ripley ",218,65,34,37,55,36,50,22,,,,,,,0,0,0,0,0,0,0,50,33,54,137,,0,,0,,269,,0,279,,46,73,,,0,,,56,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",283,1194,2021.03.28 22:00:05
"Rush ",114,46,,31,33,29,,,,,,,,0,0,0,0,0,0,0,0,33,,28,83,0,,0,,0,152,,0,158,,21,31,,,0,0,,27,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",160,808,2021.03.28 22:00:05
"Saint Joseph ",3385,1598,652,843,842,660,616,436,372,204,143,74,26,,,,0,0,,0,,526,356,484,3383,59,,29,1771,,2636,407,57,4904,582,1793,1290,91,85,0,21,40,407,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",4983,16834,2021.03.28 22:00:05
"Scott ",275,143,45,59,63,66,65,49,23,28,,,,0,0,,0,0,0,0,0,52,34,88,219,,0,0,,,391,,,415,30,71,79,,,0,0,0,72,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",418,1600,2021.03.28 22:00:05
"Shelby ",369,164,75,82,86,76,58,49,43,28,,,0,0,,,0,0,0,0,0,69,67,89,298,,0,0,,0,499,,,520,,106,141,,,0,,,91,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",533,2156,2021.03.28 22:00:05
"Spencer ",153,66,25,35,36,23,30,,,,,,,0,0,0,0,0,0,0,0,32,,55,109,,0,0,,,207,,,218,35,48,68,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",219,804,2021.03.28 22:00:05
"Starke ",224,96,44,41,58,41,34,32,23,25,,0,,0,0,,0,0,0,0,0,48,33,58,168,,0,0,,0,309,,,320,27,82,106,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",320,1250,2021.03.28 22:00:05
"Steuben ",226,95,38,59,42,48,47,34,,,,,,0,0,0,0,0,0,0,0,56,24,54,168,,0,,,0,300,,0,318,33,91,71,,,0,,,41,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",321,1355,2021.03.28 22:00:05
"Sullivan ",219,79,41,55,48,46,36,32,,,,,,0,0,0,0,0,0,0,0,42,27,58,160,,,0,,0,286,,0,297,34,89,113,,,0,0,,25,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",298,1188,2021.03.28 22:00:05
"Switzerland ",87,40,,,,27,,,,,,,,0,0,0,0,0,0,0,0,25,,,65,,0,0,0,0,122,,,126,,,38,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",127,476,2021.03.28 22:00:05
"Tippecanoe ",1849,839,407,543,473,376,278,202,134,88,82,27,,,,,0,0,0,0,0,312,180,298,1792,27,,,763,,1685,178,,2642,307,974,787,58,33,0,,27,221,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",2688,8689,2021.03.28 22:00:05
"Tipton ",108,38,,,21,21,21,,,,,,,0,0,0,0,0,0,0,0,28,,32,73,,0,,,,131,,,146,,38,34,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",146,586,2021.03.28 22:00:05
"Union ",52,,,,,,,,,0,,,0,,0,0,0,0,0,0,0,,,,27,0,0,0,,,65,0,0,67,,,,,0,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",69,363,2021.03.28 22:00:05
"Vanderburgh ",2802,1491,540,677,617,616,587,431,298,227,153,49,,,,,0,,0,0,,417,310,707,2694,67,,28,988,,3069,99,42,4247,380,1409,1472,125,62,0,,93,256,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",4293,13191,2021.03.28 22:00:05
"Vermillion ",191,75,25,41,50,34,42,26,,,,,,0,0,0,0,0,0,0,0,45,,66,124,,,,,0,256,,,266,45,113,55,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",266,954,2021.03.28 22:00:05
"Vigo ",1647,840,387,426,401,352,290,214,152,124,56,28,,,,0,,0,0,0,,347,177,415,1433,37,,,349,,2015,65,24,2472,239,976,627,87,38,0,,152,232,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",2487,8501,2021.03.28 22:00:05
"Wabash ",192,96,35,34,44,49,42,26,22,,,,,0,,0,0,0,0,0,0,50,32,57,141,,0,0,,0,267,,0,288,25,57,94,,0,0,0,,32,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",288,1249,2021.03.28 22:00:05
"Warren ",52,24,,,,,,,,,,,0,,,,0,0,0,0,0,,,,32,,0,0,,0,68,,,76,,28,25,,0,0,0,0,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",76,314,2021.03.28 22:00:05
"Warrick ",413,186,70,81,85,108,75,53,50,30,22,,,0,0,0,,0,0,0,0,106,74,114,281,,0,,,0,558,,,595,100,168,198,,,0,,,38,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",599,2217,2021.03.28 22:00:05
"Washington ",244,130,42,42,52,59,57,39,30,,,,,,0,0,0,0,0,0,0,82,23,89,163,,,,,0,357,,,369,32,74,80,,,0,0,,48,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",375,1696,2021.03.28 22:00:05
"Wayne ",705,380,203,144,158,157,128,97,81,56,,,,,0,0,0,0,0,0,0,128,96,145,669,23,,,99,0,905,32,,1055,74,234,170,29,,0,,,213,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",1086,4308,2021.03.28 22:00:05
"Wells ",164,59,43,46,28,22,22,,,,,,,0,0,,0,,0,0,0,40,,42,112,,,0,,0,201,,,222,21,41,69,,,0,0,,31,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",223,979,2021.03.28 22:00:05
"White ",171,67,29,41,38,35,34,24,,,,,,,0,0,0,0,0,0,0,50,,44,120,,,0,0,0,222,,,237,22,55,60,,,0,0,,,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",238,972,2021.03.28 22:00:05
"Whitley ",169,82,33,45,42,36,32,,,,,,,0,0,,0,0,0,0,0,34,,40,148,,,0,0,0,235,,0,251,25,91,44,,,0,0,,24,"6","In the last 12 months, have you ever had to go without health care because you didn't have a way to get there?","Transportation prevented seeing doctor last 12 mos.?",251,1090,2021.03.28 22:00:05
"Adams ",149,57,40,32,42,,,,,,,,,0,,,,0,,0,0,36,,38,109,,,0,,0,182,,0,204,28,53,72,,,0,,,,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",206,1066,2021.03.28 22:00:05
"Allen ",2792,1175,529,685,670,533,468,287,237,173,137,69,25,,,,,,0,0,,594,270,424,2467,69,,164,1235,,2194,276,31,3828,480,1265,1151,169,110,0,,192,401,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",3967,20940,2021.03.28 22:00:05
"Bartholomew ",417,202,67,107,106,85,59,56,40,26,,,,0,,,0,0,0,0,0,112,61,109,315,,0,,26,0,536,29,,601,57,151,238,23,,0,,,87,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",619,3837,2021.03.28 22:00:05
"Benton ",51,22,,,,,,,,,0,,0,0,0,0,0,,0,0,0,24,,,32,,0,0,,0,67,,0,73,,28,30,,0,0,,,,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",73,391,2021.03.28 22:00:05
"Blackford ",92,37,,,29,,,,,,,,,,,0,0,0,0,0,0,31,,,61,,,0,,0,123,,,129,,40,47,,,0,0,,,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",129,701,2021.03.28 22:00:05
"Boone ",356,212,52,87,104,74,55,63,33,38,23,,,,,,0,,0,0,0,119,36,114,259,,0,,25,0,508,25,,562,112,189,183,,,0,,,44,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",568,1965,2021.03.28 22:00:05
"Brown ",68,38,,,,,,,,,,,,,0,0,0,0,0,0,0,24,,,53,,0,0,,,102,0,0,106,,33,32,,,0,0,,,"7","Do you ever need help reading hospital materials?  (Medical)","Need help reading hospital materials?",106,616,2021.03.28 22:00:05
